"gloss","target_child_name","part_of_speech","target_child_sex"
"let's give baby a new battery",NA,"v v v det:art adj n","female"
"nineteen elephants but where's the cat I see the cat's tail right here",NA,"det:num n conj pro:int det:art n pro:sub v det:art adj n adv adv","female"
"oh I'm sorry I shouldn't tickle your feet while you're eating huh",NA,"co pro:sub adj pro:sub mod v det:poss n conj pro:per part co","female"
"that one says bright idea",NA,"det:dem pro:indef v adj n","female"
"I'm sorry I didn't understand what you said",NA,"pro:sub adj pro:sub mod v pro:int pro:per v","female"
"oh I don't think those flowers have a name those are generic flowers",NA,"co pro:sub mod v det:dem n v det:art n pro:dem cop adj n","female"
"the lego person will fit better",NA,"det:art n n mod v adj","female"
"bright idea",NA,"adj n","female"
"generic flowers",NA,"adj n","female"
"gonna put the wheat down on your stole okay",NA,"part v det:art n adv prep det:poss v adj","female"
"okay let's take it off okay I forgot we didn't have this on oh who just slid down who was that sliding down",NA,"co v v pro:per prep adj pro:sub v pro:sub mod v det:dem adv co pro:rel adj v adv pro:rel cop pro:rel part adv","female"
"baby needs a new",NA,"n v det:art adj","female"
"that one says impressive",NA,"det:dem pro:indef v adj","female"
"done okay",NA,"part adj","female"
"impressive",NA,"adj","female"
"cheesy girl howbout a blueberry now",NA,"adj n pro:rel prep det:art n adv","female"
"Naima is impressive",NA,"n:prop cop adj","female"
"that's Naima's potty",NA,"pro:dem adj adj","female"
"burly girly",NA,"adj adj","female"
"was she in the car earlier yesterday she was in the car",NA,"cop pro:sub prep det:art n adj adv:tem pro:sub cop prep det:art n","female"
"it was loud",NA,"pro:per cop adj","female"
"you want the whole bowl huh here's the rice",NA,"pro:per v det:art adj n co pro:exist det:art n","female"
"smelly girly you make good jokes you know that",NA,"adj adj pro:per v adj n pro:per v pro:dem","female"
"getting a fresh battery",NA,"part det:art adj n","female"
"lolly lolly",NA,"adj adj","female"
"look at how little you are",NA,"v prep pro:int adj pro:per cop","female"
"howbout s'more soggy Oatios",NA,"pro:int adv qn adv adj n:prop","female"
"what does that mean lolly lolly",NA,"pro:int mod pro:dem adj adj adj","female"
"soggy food",NA,"adj n","female"
"your hair is short",NA,"det:poss n cop adj","female"
"barn cat at the red door barn cat what are you looking for",NA,"n n prep det:art adj n n n pro:int aux pro:per part prep","female"
"I think that lego person might need to breathe yes that train is too big",NA,"pro:sub v det:dem n n mod v inf v co adv n cop adv adj","female"
"it's some soggy food",NA,"pro:per qn adj n","female"
"you ready to have your diaper changed",NA,"pro:per adj inf v det:poss n v","female"
"Naima is eating soggy food",NA,"n:prop aux part adj n","female"
"loud",NA,"adj","female"
"Naima's sofa",NA,"adj n","female"
"it was loud wasn't it",NA,"pro:per cop adj cop pro:per","female"
"look at that little baby",NA,"v prep det:dem adj n","female"
"the blueberry is delicious",NA,"det:art n cop adj","female"
"they leap away in one great",NA,"pro:sub v adv prep det:num adj","female"
"oh you wanna play dominoes okay",NA,"co pro:per v v n adj","female"
"lil circles",NA,"adj n","female"
"here okay",NA,"adv adj","female"
"that's a nice picture",NA,"pro:dem det:art adj n","female"
"we hafta keep the house very clean",NA,"pro:sub mod v det:art n adv adj","female"
"well when we go to the car we definitely hafta check and I don't know if any of them are in your room do you think they might be in your room sometimes they they'll stay in Mommy's purse when I bring them somewhere to be with you and they end up stay in my purse",NA,"n conj pro:sub v prep det:art n pro:sub adv mod v coord pro:sub mod v comp qn prep pro:obj cop prep det:poss n mod pro:per v pro:sub mod cop prep det:poss n adv pro:sub pro:sub v prep adj n conj pro:sub v pro:obj adv inf cop prep pro:per coord pro:sub v adv v prep det:poss n","female"
"that's a great idea I like that idea",NA,"pro:dem det:art adj n pro:sub co det:dem n","female"
"a yellow one and a blue one that's a good idea",NA,"det:art n det:num coord det:art n det:num pro:dem det:art adj n","female"
"you want them all the same size okay",NA,"pro:per v pro:obj qn det:art adj n co","female"
"that's a great idea",NA,"pro:dem det:art adj n","female"
"okay you're gonna put some there okay",NA,"co pro:per part v qn adv adj","female"
"it's terrible to lose them but we always find them",NA,"pro:per adj inf v pro:obj conj pro:sub adv v pro:obj","female"
"okay here's a big piece of wheat",NA,"co pro:exist det:art adj n prep n","female"
"noisy cookie",NA,"adj n","female"
"oh truckie I'm sorry you said noisy truckie",NA,"co n pro:sub adj pro:per v adj n","female"
"make sure you chew that okay",NA,"v adj pro:per v adv adj","female"
"are they going for a ride you remember yesterday we saw a school bus just like your school bus when we were at the store we saw a little school bus just like the friends school bus",NA,"cop pro:sub part prep det:art n pro:per v adv:tem pro:sub v det:art n n adv prep det:poss n n conj pro:sub cop prep det:art n pro:sub v det:art adj n n adv prep det:art n n n","female"
"that's different that makes more sense",NA,"pro:dem adj adv v adv n","female"
"I like the way you did it you did it in the middle and you pushed each side down",NA,"pro:sub v det:art n pro:per mod pro:per pro:per mod pro:per prep det:art n coord pro:per part qn adj adv","female"
"it's sharp like a knife",NA,"pro:per adj prep det:art n","female"
"big bubble",NA,"adj n","female"
"oh dear okay miss movie star here",NA,"co co adj n n n adv","female"
"you gonna do it okay",NA,"pro:per part v pro:per adj","female"
"okay ready",NA,"co adj","female"
"blue that's a blue cup isn't it",NA,"adj pro:dem det:art n n cop pro:per","female"
"are you sleepy",NA,"cop pro:per adj","female"
"I'm gonna just look in your room for a second see if I can find them see if there's any friend here I don't see any hm I'm gonna check my bag I have a feeling there might be in my bag ah let see ah there's lot of things here but not friends not yet anyway no you're putting one in oh",NA,"pro:sub part adv v prep det:poss n prep det:art adj v conj pro:sub mod v pro:obj v comp pro:exist qn n adv pro:sub mod v qn co pro:sub part v det:poss n pro:sub v det:art n:gerund adv mod cop prep det:poss n co part co co pro:exist n prep n adv conj neg n neg adv adv co pro:per part det:num prep co","female"
"it's red",NA,"pro:per adj","female"
"mm that's delicious",NA,"co pro:dem adj","female"
"backpack you wanna take that off okay",NA,"pro:per v v pro:dem adv adj","female"
"should we draw a picture of our new house",NA,"mod pro:sub v det:art n prep det:poss adj n","female"
"oh that was a big one",NA,"co pro:rel cop det:art adj pro:indef","female"
"come here and I'll zip it closed oh you're doing it oh good job you know how to do that",NA,"v adv coord pro:sub v pro:per v co pro:per part pro:per co adj n pro:per v pro:int inf v pro:dem","female"
"you alright alright",NA,"pro:per adj adj","female"
"xxx num num num that's a big piece of wheat",NA,"co co co pro:dem det:art adj n prep n","female"
"I'm gonna draw a picture of our new house",NA,"pro:sub part v det:art n prep det:poss adj n","female"
"two different kinds of songs",NA,"det:num adj n prep n","female"
"big piece",NA,"adj n","female"
"here's your blue lego and here's your yellow lego",NA,"pro:exist det:poss adj n coord pro:exist det:poss n n","female"
"I think Sally is hiding in Mommy's bag Sally come back here there she is",NA,"pro:sub v n:prop aux part prep adj n n:prop v adv adv adv pro:sub cop","female"
"that was not very long",NA,"pro:dem cop neg adv adj","female"
"they're good aren't they",NA,"pro:sub adj aux pro:sub","female"
"she can hide in your hat too she can hide in Naima's hat",NA,"pro:sub mod v prep det:poss n post pro:sub mod v prep adj n","female"
"Mommy's not very good at drawing but this is in the new house and there's some grass in the front yard right",NA,"adj neg adv adj prep n conj det:dem aux prep det:art adj n coord pro:exist qn n prep det:art n n adj","female"
"soggy",NA,"adj","female"
"I'm gonna draw the grass at the new house",NA,"pro:sub part v det:art n prep det:art adj n","female"
"I could find the soggiest Oatio possible",NA,"pro:sub mod v det:art adj n:prop adj","female"
"that's the soggiest Oatio I've ever seen in the whole world",NA,"pro:dem det:art adj n:prop pro:sub adv part prep det:art adj n","female"
"yummy",NA,"adj","female"
"is it in fact very very very soggy",NA,"aux pro:per prep n adv adv adv adj","female"
"big one Mommy",NA,"adj pro:indef n:prop","female"
"oh cookie okay",NA,"co n adj","female"
"meaning you're pointing to Mommy's when you say mine",NA,"part pro:per part prep adj conj pro:per v pro:poss","female"
"the new house has windows",NA,"det:art adj n aux n","female"
"okay I'm tryin to make big ones",NA,"co pro:sub part inf v adj pro:indef","female"
"and the front door is purple now the front door at the new house is purple",NA,"coord det:art n n cop adj adv det:art n n prep det:art adj n cop adj","female"
"crunchy and good and stale",NA,"adj coord adj coord adj","female"
"Naima's microphone is off",NA,"adj n cop adv","female"
"it's Daddy's what is it though",NA,"pro:per adj pro:int cop pro:per adv","female"
"Mommy's microphone is still on",NA,"adj n cop adv prep","female"
"hey there's another really very soggy Oatio here",NA,"co pro:exist qn adv adv adj n:prop adv","female"
"yes new house",NA,"co adj n","female"
"Mommy's microphone is still on",NA,"adj n cop adv prep","female"
"what does gia mean",NA,"pro:int mod chi adj","female"
"Daddy's beeper that's right",NA,"adj n pro:rel co","female"
"it's so soggy and wet",NA,"pro:per adv adj coord adj","female"
"noisy truckie",NA,"adj n","female"
"y yes the old yogurt is sitting there are you hungry now",NA,"n:let co det:art adj n aux part adv aux pro:per adj adv","female"
"which truck was noisy",NA,"pro:rel n cop adj","female"
"drawing the new house",NA,"n det:art adj n","female"
"are you ready to eat more breakfast",NA,"cop pro:per adj inf v qn n","female"
"more of that okay",NA,"qn prep det:dem adj","female"
"whose truck was noisy",NA,"pro:rel n cop adj","female"
"mm crunchy",NA,"co adj","female"
"Naima's blueberry",NA,"adj n","female"
"that was the biggest one",NA,"pro:dem cop det:art adj pro:indef","female"
"yeah I'm I'm rubbing your foot a little bit",NA,"co pro:sub pro:sub part det:poss n det:art adj n","female"
"I'm massaging your foot just a little bit",NA,"pro:sub part det:poss n adv det:art adj n","female"
"draw with the crayons okay",NA,"v prep det:art n adj","female"
"I'll make it soggy how's that",NA,"pro:sub v pro:per adj pro:int pro:dem","female"
"Mommy's microphone is on",NA,"adj n cop adv","female"
"hey I found another soggy Oatio",NA,"co pro:sub v qn adj n:prop","female"
"byebye books okay we'll stop reading the books we'll find the crayons",NA,"co n adj pro:sub v part det:art n pro:sub v det:art n","female"
"you have cereal in your drawer at work the hot cereal",NA,"pro:per v n prep det:poss n prep n det:art adj n","female"
"it's a soggy soggy very soggy Oatio",NA,"pro:per det:art adj adj adv adj n:prop","female"
"did you see that pink flower and think about the pink crayon",NA,"mod pro:per co adv adj n coord v prep det:art adj n","female"
"are you sleepy",NA,"cop pro:per adj","female"
"are you being tall like a giraffe",NA,"cop pro:per part adj prep det:art n","female"
"that avocado's name is guacamole that's right",NA,"det:dem adj n cop n pro:rel co","female"
"the whole bowl I don't wanna give you the whole bowl",NA,"det:art adj n pro:sub mod v v pro:per det:art adj n","female"
"ready to draw",NA,"adj inf v","female"
"no I'm not gonna give you the whole box",NA,"co pro:sub neg part v pro:per det:art adj n","female"
"yogurty yogurt",NA,"adj n","female"
"blue",NA,"adj","female"
"Dadaji's",NA,"adj","female"
"that's a blue crayon",NA,"pro:dem det:art adj n","female"
"or dyou like this better tickly tickly massage",NA,"coord v pro:per v pro:dem adj adj adj n","female"
"Dadaji's spoon",NA,"adj n","female"
"that's a funny way to eat",NA,"pro:dem det:art adj adv inf v","female"
"I know say it again okay",NA,"pro:sub v v pro:per adv adj","female"
"that's alright",NA,"pro:dem adj","female"
"it's hot yes that cup was hot",NA,"pro:per adj co det:dem n cop adj","female"
"Daddy's Daddy's what",NA,"adj adj pro:int","female"
"ha ha she was in my shirt she was hiding in my shirt I'm ganna go here and steal some cardboard looks like Daddy pulled that cardboard already ha ha ha ha ha ha ha I just steal something here alright we're done in the closet right now",NA,"co co pro:sub cop prep det:poss n pro:sub aux part prep det:poss n pro:sub part inf v adv coord v qn n v conj n:prop v comp n adv co co co co co co co pro:sub adv v pro:indef adv adj pro:sub part prep det:art n adv adv","female"
"she's dressed up like a spanish dancer I think they mean a flamenco dancer",NA,"pro:sub part adv prep det:art adj n pro:sub v pro:sub v det:art L2 n","female"
"oh Daddy's spoon I think he used his spoon to eat his cereal this morning",NA,"co adj n pro:sub v pro:sub v det:poss n inf v det:poss n det:dem n","female"
"today's date is Sunday August eighteenth",NA,"adv:tem n cop n:prop n:prop adj","female"
"I know a little lego person",NA,"pro:sub v det:art adj n n","female"
"oh there's one last soggy wet very big swollen soggy Oatio",NA,"co pro:exist pro:indef adv adj adj adv adj adj adj n:prop","female"
"this is Naima's spoon",NA,"pro:dem cop adj n","female"
"is that a good place to sleep",NA,"cop comp det:art adj n inf v","female"
"I said it's Sunday August eighteenth",NA,"pro:sub v pro:per n:prop n:prop adj","female"
"take mine off too okay",NA,"v n adv adv adj","female"
"giraffe are you being a giraffe a tall giraffe",NA,"n cop pro:per n:gerund det:art n det:art adj n","female"
"it's red",NA,"pro:per adj","female"
"didjou wanna look at this book earlier you",NA,"mod pro:per v co prep det:dem n adj pro:per","female"
"it looks comfy",NA,"pro:per v adj","female"
"are you a tall giraffe eating some leaves",NA,"cop pro:per det:art adj n part qn n","female"
"she can go in she can go in can't she you're having trouble putting her in how about I hold that open for you",NA,"pro:sub mod v adv pro:sub mod v prep mod pro:sub pro:per part n part pro:obj prep pro:rel adv pro:sub v comp adj prep pro:per","female"
"is that funny",NA,"cop det:dem adj","female"
"yeah okay",NA,"co adj","female"
"tall",NA,"adj","female"
"see he's in the white car",NA,"v pro:sub prep det:art adj n","female"
"cheesy cheese it is cheesy cheese",NA,"adj n pro:per cop adj n","female"
"good job",NA,"adj n","female"
"you're being funny now oh no we do not draw on clothes",NA,"pro:per part adj adv co qn pro:sub mod neg v prep n:pt","female"
"uhhh wash crayon marks from walls as soon as possible if crayon marks remain after washing use a",NA,"n n n prep n adv adj adv adj comp n v v prep n:gerund v det:art","female"
"wash clothing in warm or hot water okay mm check pockets for crayons before placing in dryer mm",NA,"n part prep adj coord adj n adj co n v prep n conj part prep n co","female"
"you're a tall giraffe eating leaves",NA,"pro:per det:art adj n part n","female"
"good idea",NA,"adj n","female"
"want me to read that okay",NA,"v pro:obj inf v adv adj","female"
"that's not exactly a good thing to be teaching",NA,"pro:dem neg adv det:art adj n inf aux part","female"
"tall",NA,"adj","female"
"I'll take that now kay",NA,"pro:sub v pro:dem adv adj","female"
"I don't know for sure where do you think she went",NA,"pro:sub mod v prep adj pro:int mod pro:per v pro:sub v","female"
"ooh tall",NA,"v adj","female"
"Mommy's gonna take it away",NA,"adj part v pro:per adv","female"
"that was a fast bird",NA,"pro:dem cop det:art adj n","female"
"yes that's true",NA,"co pro:dem adj","female"
"it was a big piece kind of yeah",NA,"pro:per cop det:art adj n adj prep co","female"
"you were kissing Jeremiah froggy a_lot at the vacation house",NA,"pro:per aux part n:prop adj adv prep det:art n n","female"
"baby monkeys nurse just like human babies in Mommy's arms",NA,"n n v adv co adj n prep adj n","female"
"oh ticklish",NA,"co adj","female"
"that's true",NA,"pro:dem adj","female"
"um so this is September ninth",NA,"adv pro:dem cop n:prop adj","female"
"she must have gone to the tire store to buy some new tires don't you think",NA,"pro:sub mod aux part prep det:art n n inf v qn adj n mod pro:per v","female"
"a circle that's right you knew that was a circle",NA,"det:art n pro:rel adj pro:per v adv cop det:art n","female"
"yeah let's leave that here's a little more yogurt would you like s'more leaves miss giraffe",NA,"co v v adv pro:exist det:art adj adv n mod pro:per v qn qn n n n","female"
"I'm not sure",NA,"pro:sub neg adj","female"
"today is September eleventh um September tenth",NA,"adv:tem cop n:prop adj n:prop adj","female"
"a black circle",NA,"det:art adj n","female"
"Tuesday September tenth",NA,"n:prop n:prop adj","female"
"tall oops",NA,"adj co","female"
"you said some good sentences this week",NA,"pro:per v qn adj n det:dem n","female"
"crunchy",NA,"adj","female"
"it's dirty",NA,"pro:per adj","female"
"yeah Jeremiah is a statue of a froggy",NA,"co n:prop cop det:art n prep det:art adj","female"
"that's blue those are just blue lines",NA,"pro:dem adj det:dem aux adj adj n","female"
"I'll make it into a blue stick",NA,"pro:sub v pro:per prep det:art adj n","female"
"I made your straps dirty",NA,"pro:sub v det:poss n adj","female"
"Mommy talking about love motorcycles you mean I was telling him that Naima loves motorcycles",NA,"n:prop part prep n n pro:per adj pro:sub aux part pro:obj comp n:prop v n","female"
"you see that witch she's got a big hat that witch",NA,"pro:per v det:dem n pro:sub part det:art adj n adv n","female"
"a blue stick a red ring",NA,"det:art adj n det:art adj n","female"
"you still want me to rub your foot a little bit okay",NA,"pro:per adv v pro:obj inf v det:poss n det:art adj n adj","female"
"and a green leaf",NA,"coord det:art adj n","female"
"okay keep it open while I'm putting her in okay we keep that open there",NA,"co v pro:per adj conj pro:sub part pro:obj prep adj pro:sub v adv v adv","female"
"yeah and now Naima's drawing",NA,"co coord adv adj n","female"
"let's put on this dress okay",NA,"v pro:obj part prep det:dem n adj","female"
"think the egg is cool enough to eat now",NA,"v det:art n cop adj adv inf v adv","female"
"just stand up and we'll put this on",NA,"adj n adv coord pro:sub v pro:dem prep","female"
"nice job",NA,"adj n","female"
"oh I think we have a very wet diaper here",NA,"co pro:sub v pro:sub v det:art adv adj n adv","female"
"square",NA,"adj","female"
"Naima's drawing",NA,"adj n","female"
"fun stuff alright let's take out the bubble thingy",NA,"adj n co v v prep det:art n adj","female"
"square",NA,"adj","female"
"where's the pink crayon",NA,"pro:int det:art adj n","female"
"thingy I said",NA,"adj pro:sub v","female"
"that's Mommy's comb",NA,"pro:dem adj n","female"
"and you said and xxx told me that you said silly boys play in the park",NA,"coord pro:per v coord v pro:obj comp pro:per v adj n n prep det:art n","female"
"square",NA,"adj","female"
"so this week we've seen the not the very first time but the more frequent subject verb sentences with the subject and the verb in the appropriate place",NA,"adv det:dem n pro:sub part det:art neg det:art adv adj n conj det:art adv adj n n v prep det:art n coord det:art n prep det:art adj n","female"
"square sounds like squirrel",NA,"adj n co n","female"
"that's a new word for today",NA,"pro:dem det:art adj n prep adv:tem","female"
"the bubble thingy alright",NA,"det:art n adj adj","female"
"yummy",NA,"adj","female"
"every body's",NA,"qn adj","female"
"that's a kid wearing a funny black hat",NA,"pro:dem det:art n part det:art adj n n","female"
"what's the next animal",NA,"pro:int det:art adj n","female"
"let's leave the wipes alone okay",NA,"v pro:obj v det:art n adv adj","female"
"yummy egg yolk",NA,"adj n n","female"
"Mommy's gonna give you a good morning hug good morning",NA,"adj part v pro:per det:art adj n n adj n","female"
"baby calf drinks delicious milk from her Mommy",NA,"n n v adj n prep det:poss n:prop","female"
"lee leg right",NA,"n n adj","female"
"I'm not sure where did Sally go",NA,"pro:sub neg adj pro:int mod n:prop v","female"
"a black cat",NA,"det:art adj n","female"
"drawing a leaf oh Naima's drawing a leaf I think",NA,"n det:art n co adj n det:art n pro:sub v","female"
"yummy you want egg white too",NA,"adj pro:per v n n adv","female"
"you want me to put these funny things back",NA,"pro:per v pro:obj inf v det:dem adj n adv","female"
"there's the egg white",NA,"pro:exist det:art n adj","female"
"oh more cheese I'm sorry",NA,"co qn n pro:sub adj","female"
"gotta chew the egg white",NA,"mod v det:art n adj","female"
"is it good",NA,"aux pro:per adj","female"
"we went up the escalator at the store just like Corduroy",NA,"pro:sub v adv det:art n prep det:art n adj co n:prop","female"
"you're being very patient while we do all these things",NA,"pro:per part adv adj conj pro:sub v qn det:dem n","female"
"are you gonna comb your own hair",NA,"cop pro:per part v det:poss adj n","female"
"boy those birds are loud this morning",NA,"co det:dem n cop adj det:dem n","female"
"are you gonna comb your own hair",NA,"cop pro:per part v det:poss adj n","female"
"I'm running some water it has to be just the right temperature",NA,"pro:sub part qn n pro:per aux inf cop adv det:art adj n","female"
"you can comb your own hair if you want to",NA,"pro:per mod v det:poss adj n conj pro:per v prep","female"
"I'm not so sure",NA,"pro:sub neg adv adj","female"
"you were upset I know",NA,"pro:per cop adj pro:sub v","female"
"birds are loud",NA,"n cop adj","female"
"we were both upset",NA,"pro:sub cop qn adj","female"
"lots_of little beds just like in the Corduroy story",NA,"qn adj n adv prep prep det:art n:prop n","female"
"you can comb your own hair",NA,"pro:per mod v det:poss adj n","female"
"oh Mommy how delicious can you get",NA,"co n:prop pro:rel adj mod pro:per v","female"
"they had big noses",NA,"pro:sub v adj n","female"
"I'm not so sure where Sally went",NA,"pro:sub neg adv adj pro:rel n:prop v","female"
"they looked like dogs a little bit but they're seals and they were swimming under the water and they'd come up",NA,"pro:sub v prep n det:art adj n conj pro:sub n coord pro:sub aux part prep det:art n coord pro:sub v adv","female"
"yeah I'm wearing a microphone isn't that funny",NA,"co pro:sub part det:art n cop det:dem adj","female"
"want s'more egg white",NA,"v qn qn n adj","female"
"yes at Macy's",NA,"co prep adj","female"
"mm egg whites are good aren't they",NA,"co n n cop adj aux pro:sub","female"
"kay let's go back in Mommy and Daddy's room now",NA,"co v pro:obj v adv prep n:prop coord adj n adv","female"
"and Naima saw all those little beds just like Corduroy did",NA,"coord n:prop v adv det:dem adj n adj co n:prop mod","female"
"good to eat",NA,"adj inf v","female"
"you know howda comb your own hair though",NA,"pro:per v pro:int inf v det:poss adj n adv","female"
"good job",NA,"adj n","female"
"there's sleepy the bear",NA,"pro:exist adj det:art n","female"
"clunk it's the pitter patter of little feet",NA,"v pro:per det:art n n prep adj n","female"
"chickadee birds are in the lilac bush",NA,"n n cop prep det:art adj n","female"
"big meal it was a big meal",NA,"adj n pro:per cop det:art adj n","female"
"I'm gonna lie down a little bit and listen to you talk and go back to sleep",NA,"pro:sub part v prep det:art adj n coord v prep pro:per v coord v adv prep n","female"
"do you wanna sit on the potty to poop",NA,"mod pro:per v v prep det:art adj inf v","female"
"this was a big meal for you",NA,"pro:dem cop det:art adj n prep pro:per","female"
"a blue balloon",NA,"det:art adj n","female"
"comb your hair little baby",NA,"v det:poss n adj n","female"
"do they fit oh they fit one more the brown crayon",NA,"mod pro:sub v co pro:sub v det:num adv det:art adj n","female"
"that's a red dog",NA,"pro:dem det:art adj n","female"
"and they fell down xxx made a big tower and Naima knocked it over",NA,"coord pro:sub v adv v det:art adj n coord n:prop v pro:per adv","female"
"are you sleepy Naima",NA,"cop pro:per adj n:prop","female"
"and howbout a red starfish",NA,"coord pro:rel prep det:art adj n","female"
"good job we put the crayons away d'you need to go potty",NA,"adj n pro:sub v det:art n adv v pro:per v inf v adj","female"
"okay well the potty is in the bathroom if you decide you wanna use it",NA,"co n det:art adj cop prep det:art conj pro:per v pro:per v inf v pro:per","female"
"yesterday we went to the new house with xxx in the car",NA,"adv:tem pro:sub v prep det:art adj n prep prep det:art n","female"
"how's that is that better",NA,"pro:int pro:dem cop comp adj","female"
"more more food okay",NA,"adv qn n adj","female"
"now that's a squeaky potty",NA,"adv pro:dem det:art adj adj","female"
"that's a whole bowl of puffs",NA,"pro:dem det:art adj n prep n","female"
"good job",NA,"adj n","female"
"a big meal",NA,"det:art adj n","female"
"and then Daddy said oh pitter patter of little feet",NA,"coord adv:tem n:prop v co n n prep adj n","female"
"let's come in this room let's come in here are you gonna sit on the potty",NA,"v v adv det:dem n v v prep n aux pro:per part inf v prep det:art adj","female"
"little toys away",NA,"adj n adv","female"
"can you put sleepy to bed",NA,"mod pro:per v adj prep n","female"
"then we're gonna get in the chair and have a real breakfast in a few minutes",NA,"adv:tem pro:sub part v prep det:art n coord v det:art adj n prep det:art n n","female"
"those children might be there today but I don't know for sure",NA,"det:dem n mod cop adv adv:tem conj pro:sub mod v prep adj","female"
"sleepy needs a blanket Naima",NA,"adj n det:art n n:prop","female"
"so he can get warm and comfy",NA,"co pro:sub mod v adj coord adj","female"
"it looks like it's a nice sunny day outside",NA,"pro:per v conj pro:per det:art adj adj n adv","female"
"there good",NA,"adv adj","female"
"grandma's coming today",NA,"adj n:gerund adv:tem","female"
"good job",NA,"adj n","female"
"what did we do at the new house dyou remember",NA,"pro:int mod pro:sub v prep det:art adj n v pro:per v","female"
"oh we skipped a whole lot of",NA,"co pro:sub v det:art adj n prep","female"
"more okay",NA,"adv adj","female"
"yeah now sleepy has a blanket and he's ready to go to bed",NA,"co adv adj v det:art n coord pro:sub adj inf v prep n","female"
"the potty is going to bed",NA,"det:art adj aux part prep n","female"
"I spilled a little yogurt",NA,"pro:sub v det:art adj n","female"
"didjou see Naima's room",NA,"mod pro:per v adj n","female"
"mm here's the ball let's put the potty where it belongs d'you know where it belongs",NA,"co pro:exist det:art n v v det:art adj pro:int pro:per v v pro:per v pro:int pro:per v","female"
"grandma yeah we saw xxx last time we saw grandma",NA,"n co pro:sub v adj n pro:sub v n","female"
"that's a new rug that's a piece of felt that I made the antenna from actually let's put the legos back",NA,"pro:dem det:art adj n pro:rel det:art n prep v comp pro:sub v det:art n prep adv v v det:art n adv","female"
"you almost ready to go to bed",NA,"pro:per adv adj inf v prep n","female"
"noisy who",NA,"adj pro:rel","female"
"that's nice and cold you know",NA,"pro:dem adj coord adj pro:per v","female"
"and get comfy",NA,"coord v adj","female"
"it's cold food",NA,"pro:per adj n","female"
"oh you want the comb you wanna comb Sleepy Bear's fur maybe",NA,"co pro:per v det:art n pro:per v v n:prop adj n adv","female"
"d'you like these blueberries are they good",NA,"mod pro:per v det:dem n cop pro:sub adj","female"
"you wanna comb Sleepy Bear's fur",NA,"pro:per v v n:prop adj n","female"
"they're very blue",NA,"pro:sub adv adj","female"
"noisy man who's a noisy man",NA,"adj n pro:rel det:art adj n","female"
"it is blue you know",NA,"pro:per cop adj pro:per v","female"
"who's a noisy man",NA,"pro:int det:art adj n","female"
"you better help me",NA,"pro:per adj v pro:obj","female"
"you know what these are heavy bubbles they float down very quickly",NA,"pro:per v pro:int det:dem cop adj n pro:sub v adv adv adv","female"
"I'm gonna put the potty back",NA,"pro:sub part v det:art adj n","female"
"is it difficult to do that",NA,"aux pro:per adj inf v pro:dem","female"
"what a good breakfast",NA,"pro:int det:art adj n","female"
"these are heavy bubbles",NA,"pro:dem cop adj n","female"
"I put the potty back in the bathroom okay",NA,"pro:sub v det:art adj adv prep det:art adj","female"
"that would be nice maybe we'll see some",NA,"pro:dem mod cop adj adv pro:sub co qn","female"
"I'm gonna put the little potty next to the big potty",NA,"pro:sub part v det:art adj adj adv prep det:art adj adj","female"
"yeah heavy bubbles",NA,"co adj n","female"
"oh you're putting legos away okay",NA,"co pro:per part n adv adj","female"
"oh put them away okay",NA,"co v pro:obj adv adj","female"
"away with the crayons okay",NA,"adv prep det:art n adj","female"
"what's xxx daddy's name",NA,"pro:int adj n","female"
"noisy bubbles",NA,"adj n","female"
"what's xxx daddy's name",NA,"pro:int adj n","female"
"oh cheese okay",NA,"co n adj","female"
"and meet some new children some new babies",NA,"coord v qn adj n qn adj n","female"
"it's awfully messy",NA,"pro:per adv adj","female"
"and xxx remember we met xxx last week",NA,"coord v pro:sub v adj n","female"
"what's xxx daddy's name",NA,"pro:int adj n","female"
"yeah yolk is messy",NA,"co n cop adj","female"
"you're getting to be a big girl",NA,"pro:per part inf cop det:art adj n","female"
"those you gonna put those away okay",NA,"pro:dem pro:per part v pro:dem adv adj","female"
"big girls and boys say please",NA,"adj n coord n co co","female"
"xxx that's right you're gonna see xxx",NA,"pro:dem adj pro:per part v","female"
"soggy Mommy",NA,"adj n:prop","female"
"wanna comb Sleepy Bear's fur",NA,"v v n:prop adj n","female"
"he has nice fur",NA,"pro:sub aux adj n","female"
"soggy Daddy",NA,"adj n:prop","female"
"John Carter's yes John Carter's farm John Carter is the farmer you're right",NA,"n:prop adj co n:prop adj n n:prop n:prop cop det:art n pro:per co","female"
"here's baby's abcs",NA,"pro:exist adj n","female"
"soggy Daddy",NA,"adj n:prop","female"
"now he looks very nice",NA,"adv pro:sub cop adv adj","female"
"xxx has a nice",NA,"v det:art adj","female"
"these bubbles just sink",NA,"det:dem n adj n","female"
"he's ready to start the day",NA,"pro:sub adj inf v det:art n","female"
"play group's gonna be at ten thirty",NA,"n adj part cop prep det:num det:num","female"
"there's a whole bunch",NA,"pro:exist det:art adj n","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"we see Arlene she's the farmer's wife",NA,"pro:sub v n:prop pro:sub det:art adj n","female"
"good idea",NA,"adj n","female"
"you gonna take the whole bowl",NA,"pro:per part v det:art adj n","female"
"why is Daddy silly",NA,"pro:int cop n:prop adj","female"
